recency_months,frequency,monetary_cc,time_months,donated_again,email_open_rate,events_attended,sms_opt_in,last_campaign_days,newsletter_segment
11.0,1.0,250.0,11.0,0,0.42644398574711884,0,0,162.0,Bronze
11.0,1.0,250.0,11.0,0,0.3341208158209207,2,0,129.0,Bronze
11.0,1.0,250.0,11.0,0,0.4563134261556283,0,0,25.0,Bronze
11.0,1.0,250.0,11.0,0,0.24568013700705463,0,1,116.0,Bronze
11.0,1.0,250.0,11.0,0,0.2740531468773852,0,0,166.0,Bronze
11.0,1.0,250.0,11.0,0,0.4341690107823175,1,0,100.0,Bronze
11.0,2.0,500.0,21.0,0,0.3115828388232121,0,0,0.0,Bronze
11.0,5.0,1250.0,50.0,0,0.2413709163488218,0,1,65.0,Gold
11.0,2.0,500.0,21.0,0,0.4403187098501571,0,1,14.0,Bronze
16.0,4.0,1000.0,28.0,0,0.4548899376170289,2,1,22.0,Silver
4.0,2.0,500.0,41.0,0,0.09037638782658991,0,1,103.0,Bronze
16.0,6.0,1500.0,40.0,0,0.36627094078803557,1,0,46.0,Gold
14.0,3.0,750.0,26.0,0,0.3613849354004069,0,0,70.0,Silver
9.0,2.0,500.0,26.0,0,0.31248412652476,0,1,14.0,Bronze
21.0,16.0,4000.0,64.0,0,0.632561848219515,1,1,58.0,Platinum
14.0,6.0,1500.0,51.0,0,0.3465822762196854,0,0,161.0,Gold
11.0,2.0,500.0,24.0,0,0.4146924991591756,0,0,163.0,Bronze
4.0,3.0,750.0,71.0,0,0.2303512436650232,0,0,40.0,Silver
21.0,13.0,3250.0,57.0,0,0.5548188855552778,0,0,3.0,Platinum
11.0,6.0,1500.0,71.0,0,0.4329144899726136,1,1,168.0,Gold
14.0,2.0,500.0,21.0,1,0.33560208500504246,0,1,53.0,Bronze
23.0,15.0,3750.0,57.0,0,0.4951732444979924,2,1,34.0,Platinum
14.0,4.0,1000.0,38.0,0,0.3224412179582899,1,0,89.0,Silver
11.0,2.0,500.0,26.0,0,0.23667142459986718,2,1,44.0,Bronze
16.0,5.0,1250.0,40.0,1,0.3400036296658326,0,0,98.0,Gold
4.0,2.0,500.0,51.0,1,0.27231464967170527,1,0,110.0,Bronze
14.0,3.0,750.0,31.0,0,0.3857925625094955,1,0,107.0,Silver
4.0,2.0,500.0,52.0,0,0.3352943037668343,0,0,144.0,Bronze
9.0,4.0,1000.0,65.0,0,0.5134408510185109,0,1,44.0,Silver
14.0,4.0,1000.0,40.0,0,0.34667507004999687,0,1,66.0,Silver
11.0,3.0,750.0,40.0,1,0.312866945295777,0,1,123.0,Silver
14.0,5.0,1250.0,50.0,0,0.48341901484925565,0,0,157.0,Gold
14.0,1.0,250.0,14.0,0,0.20602137406444201,0,1,81.0,Bronze
14.0,1.0,250.0,14.0,0,0.3600753604240989,1,1,160.0,Bronze
14.0,1.0,250.0,14.0,0,0.32360214767908646,0,0,115.0,Bronze
14.0,1.0,250.0,14.0,0,0.3083118683900492,1,1,103.0,Bronze
14.0,1.0,250.0,14.0,0,0.30131222235213556,0,1,37.0,Bronze
14.0,1.0,250.0,14.0,0,0.23489974503064448,0,0,53.0,Bronze
14.0,1.0,250.0,14.0,0,0.399040824770237,2,0,155.0,Bronze
14.0,1.0,250.0,14.0,0,0.33883171455820715,0,1,25.0,Bronze
14.0,7.0,1750.0,72.0,0,0.3294365778689139,1,0,30.0,Gold
14.0,1.0,250.0,14.0,0,0.25828038824390304,0,1,108.0,Bronze
14.0,1.0,250.0,14.0,0,0.3951775897558319,0,0,118.0,Bronze
9.0,3.0,750.0,52.0,0,0.3591118041295747,0,1,47.0,Silver
14.0,7.0,1750.0,73.0,0,0.44055881525130886,0,0,162.0,Gold
11.0,4.0,1000.0,58.0,0,0.34778722819796043,0,0,17.0,Silver
11.0,4.0,1000.0,59.0,0,0.30625306122421175,0,0,71.0,Silver
4.0,2.0,500.0,59.0,0,0.25506102709783907,0,1,109.0,Bronze
11.0,4.0,1000.0,61.0,0,0.3973023054440031,1,1,150.0,Silver
16.0,4.0,1000.0,40.0,0,0.33599700153290374,1,0,72.0,Silver
16.0,10.0,2500.0,89.0,0,0.40157899746129005,0,0,0.0,Platinum
21.0,2.0,500.0,21.0,1,0.2738477941593248,0,0,156.0,Bronze
21.0,3.0,750.0,26.0,0,0.34056326734886716,0,0,156.0,Silver
16.0,8.0,2000.0,76.0,0,0.5770349163935442,0,0,147.0,Platinum
21.0,3.0,750.0,26.0,1,0.2057991518834168,1,0,126.0,Silver
18.0,2.0,500.0,23.0,0,0.31483115638955467,0,1,20.0,Bronze
23.0,5.0,1250.0,33.0,0,0.36749827397614526,0,0,126.0,Gold
23.0,8.0,2000.0,46.0,0,0.3221880183748308,2,0,125.0,Platinum
16.0,3.0,750.0,34.0,0,0.33167099610712064,0,0,107.0,Silver
14.0,5.0,1250.0,64.0,0,0.36553051795807556,0,0,67.0,Gold
14.0,3.0,750.0,41.0,0,0.3625721062022986,0,0,129.0,Silver
16.0,1.0,250.0,16.0,0,0.3079988910246769,0,1,49.0,Bronze
16.0,1.0,250.0,16.0,0,0.3300648175593786,1,1,2.0,Bronze
16.0,1.0,250.0,16.0,0,0.28866271008039274,0,0,146.0,Bronze
16.0,1.0,250.0,16.0,0,0.292470240243341,0,0,16.0,Bronze
16.0,1.0,250.0,16.0,0,0.25419518431278815,0,0,99.0,Bronze
16.0,1.0,250.0,16.0,0,0.3316565846785408,0,0,89.0,Bronze
16.0,1.0,250.0,16.0,0,0.27248628352708915,0,0,132.0,Bronze
16.0,4.0,1000.0,45.0,0,0.2671552051440478,0,1,2.0,Silver
16.0,1.0,250.0,16.0,0,0.28738429596878845,0,0,36.0,Bronze
16.0,1.0,250.0,16.0,0,0.2713995873343072,0,0,48.0,Bronze
16.0,1.0,250.0,16.0,0,0.3059560404509177,0,0,4.0,Bronze
16.0,1.0,250.0,16.0,0,0.43611520133713777,0,0,50.0,Bronze
16.0,1.0,250.0,16.0,0,0.489061789616849,0,0,62.0,Bronze
16.0,2.0,500.0,26.0,0,0.3274407189042985,0,1,147.0,Bronze
21.0,2.0,500.0,23.0,0,0.5141347198472321,1,0,66.0,Bronze
16.0,2.0,500.0,27.0,0,0.35318709410919585,0,0,13.0,Bronze
21.0,2.0,500.0,23.0,0,0.26027585327096797,0,0,75.0,Bronze
21.0,2.0,500.0,23.0,0,0.3506128814611353,0,0,136.0,Bronze
14.0,4.0,1000.0,57.0,0,0.3042750396081301,2,0,46.0,Silver
16.0,5.0,1250.0,60.0,0,0.5674456712911524,0,0,156.0,Gold
23.0,2.0,500.0,23.0,0,0.41474504429954595,0,1,73.0,Bronze
14.0,5.0,1250.0,74.0,0,0.5166632540137404,0,0,125.0,Gold
23.0,3.0,750.0,28.0,0,0.2714640019329808,0,0,64.0,Silver
16.0,3.0,750.0,40.0,0,0.4293170328921325,0,0,111.0,Silver
9.0,2.0,500.0,52.0,0,0.48261566571155057,0,0,145.0,Bronze
9.0,2.0,500.0,52.0,0,0.32132827187420615,1,1,46.0,Bronze
16.0,7.0,1750.0,87.0,1,0.3078978114693655,0,1,13.0,Gold
14.0,4.0,1000.0,64.0,0,0.23405140538625133,1,0,120.0,Silver
14.0,2.0,500.0,35.0,0,0.4248904834368922,0,1,141.0,Bronze
16.0,7.0,1750.0,93.0,0,0.5499338754883613,0,1,0.0,Gold
21.0,2.0,500.0,25.0,0,0.281112007296686,0,0,46.0,Bronze
14.0,3.0,750.0,52.0,0,0.40313298321502467,0,0,0.0,Silver
23.0,14.0,3500.0,93.0,0,0.5284183369106601,1,0,71.0,Platinum
18.0,8.0,2000.0,95.0,0,0.48648364785285136,0,1,30.0,Platinum
16.0,3.0,750.0,46.0,0,0.36518847449043745,2,1,90.0,Silver
11.0,3.0,750.0,76.0,0,0.3770921580186941,0,0,100.0,Silver
11.0,2.0,500.0,52.0,0,0.23860028625562896,1,0,150.0,Bronze
11.0,3.0,750.0,76.0,0,0.31295624381635895,0,1,66.0,Silver
23.0,12.0,3000.0,86.0,0,0.44533894175468675,0,0,104.0,Platinum
21.0,3.0,750.0,35.0,0,0.3907961991028336,0,0,0.0,Silver
23.0,2.0,500.0,26.0,0,0.39692246213602045,0,1,57.0,Bronze
23.0,2.0,500.0,26.0,0,0.5477108874627703,0,0,62.0,Bronze
23.0,8.0,2000.0,64.0,0,0.44092652189094245,0,0,117.0,Platinum
16.0,3.0,750.0,50.0,0,0.4471566719401371,0,0,5.0,Silver
23.0,3.0,750.0,33.0,0,0.46423986189415956,0,0,129.0,Silver
21.0,3.0,750.0,38.0,0,0.4417343878756176,0,0,0.0,Silver
23.0,2.0,500.0,28.0,0,0.3359591157966004,1,0,102.0,Bronze
21.0,1.0,250.0,21.0,0,0.2475362060359147,0,1,155.0,Bronze
21.0,1.0,250.0,21.0,0,0.2686367979222948,0,1,65.0,Bronze
21.0,1.0,250.0,21.0,0,0.2684714030710403,0,0,69.0,Bronze
21.0,1.0,250.0,21.0,0,0.49357916241527483,0,1,0.0,Bronze
21.0,1.0,250.0,21.0,0,0.337896528584843,0,1,129.0,Bronze
21.0,1.0,250.0,21.0,0,0.23320937413042747,0,0,109.0,Bronze
21.0,1.0,250.0,21.0,0,0.23778830942651852,0,0,83.0,Bronze
21.0,1.0,250.0,21.0,0,0.2980441295694523,0,0,0.0,Bronze
21.0,1.0,250.0,21.0,0,0.22697947972006713,0,0,150.0,Bronze
21.0,1.0,250.0,21.0,1,0.23124824535024424,0,0,91.0,Bronze
21.0,1.0,250.0,21.0,0,0.48583440607841655,0,0,111.0,Bronze
21.0,1.0,250.0,21.0,0,0.1109619311610617,0,0,85.0,Bronze
21.0,5.0,1250.0,60.0,0,0.4789033485886521,0,1,2.0,Gold
23.0,4.0,1000.0,45.0,0,0.3780154923585269,0,1,89.0,Silver
21.0,4.0,1000.0,52.0,0,0.29036138156047236,1,1,65.0,Silver
22.0,1.0,250.0,22.0,1,0.34504664117000977,0,0,104.0,Bronze
11.0,2.0,500.0,70.0,0,0.21069498834563793,0,0,15.0,Bronze
23.0,5.0,1250.0,58.0,0,0.3374066459912474,1,0,68.0,Gold
23.0,3.0,750.0,40.0,0,0.2573788273506824,0,1,142.0,Silver
23.0,3.0,750.0,41.0,0,0.35167923075883895,0,0,0.0,Silver
14.0,3.0,750.0,83.0,0,0.3587439646768219,0,0,113.0,Silver
21.0,2.0,500.0,35.0,0,0.39176934734364055,1,1,0.0,Bronze
26.0,5.0,1250.0,49.0,1,0.3407139886601501,0,0,0.0,Gold
23.0,6.0,1500.0,70.0,0,0.35840669671125386,1,1,20.0,Gold
23.0,1.0,250.0,23.0,0,0.172961213314189,0,0,49.0,Bronze
23.0,1.0,250.0,23.0,0,0.18628124794911355,0,0,93.0,Bronze
23.0,1.0,250.0,23.0,0,0.2685799737735839,0,0,137.0,Bronze
23.0,1.0,250.0,23.0,0,0.3938088385306431,0,1,0.0,Bronze
23.0,1.0,250.0,23.0,0,0.2676035430096404,0,0,18.0,Bronze
23.0,1.0,250.0,23.0,0,0.42762515837863635,0,1,154.0,Bronze
23.0,1.0,250.0,23.0,0,0.28561295942297876,0,1,148.0,Bronze
23.0,1.0,250.0,23.0,0,0.3510875717187218,0,0,61.0,Bronze
23.0,4.0,1000.0,53.0,0,0.5091849983555468,0,1,39.0,Silver
21.0,6.0,1500.0,86.0,0,0.4434990440422502,0,0,141.0,Gold
23.0,3.0,750.0,48.0,0,0.36698188263630105,0,1,0.0,Silver
21.0,2.0,500.0,41.0,0,0.2930108529710224,0,0,132.0,Bronze
21.0,3.0,750.0,64.0,0,0.4787014655921212,0,0,149.0,Silver
16.0,2.0,500.0,70.0,0,0.32204038475791325,0,1,156.0,Bronze
21.0,3.0,750.0,70.0,0,0.45257875899032246,0,1,119.0,Silver
23.0,4.0,1000.0,87.0,0,0.4982733610126927,0,1,111.0,Silver
23.0,3.0,750.0,89.0,0,0.28192305572258347,0,0,154.0,Silver
23.0,2.0,500.0,87.0,0,0.22543390142592462,0,0,17.0,Bronze
35.0,3.0,750.0,64.0,0,0.27239878679967255,0,0,78.0,Silver
38.0,1.0,250.0,38.0,0,0.45190793782628136,0,0,128.0,Bronze
38.0,1.0,250.0,38.0,0,0.18592116603541287,0,1,0.0,Bronze
40.0,1.0,250.0,40.0,0,0.3662762798294628,0,1,68.0,Bronze
74.0,1.0,250.0,74.0,0,0.1678854145335393,0,1,71.0,Bronze
2.0,43.0,10750.0,86.0,1,0.9219879495980661,2,1,50.0,Platinum
6.0,22.0,5500.0,28.0,1,0.4590061639572751,0,0,18.0,Platinum
2.0,34.0,8500.0,77.0,1,0.7496305867029702,1,1,126.0,Platinum
2.0,44.0,11000.0,98.0,0,1.0,1,1,18.0,Platinum
0.0,26.0,6500.0,76.0,1,0.5530874003640515,1,1,63.0,Platinum
2.0,41.0,10250.0,98.0,1,0.8118430235902655,2,1,82.0,Platinum
3.0,21.0,5250.0,42.0,1,0.6507266599184482,2,1,150.0,Platinum
2.0,11.0,2750.0,23.0,0,0.5338980814837407,0,0,80.0,Platinum
2.0,21.0,5250.0,52.0,1,0.5932275532593003,0,0,124.0,Platinum
2.0,13.0,3250.0,32.0,1,0.6070251682810586,0,1,128.0,Platinum
4.0,4.0,1000.0,4.0,1,0.29647685549543723,0,0,113.0,Silver
2.0,11.0,2750.0,26.0,0,0.5443186277016105,1,1,103.0,Platinum
2.0,11.0,2750.0,28.0,0,0.5530576402672865,0,1,64.0,Platinum
3.0,14.0,3500.0,35.0,0,0.37131565228145047,1,0,4.0,Platinum
4.0,16.0,4000.0,38.0,1,0.539086574997808,2,0,167.0,Platinum
4.0,6.0,1500.0,14.0,0,0.380521937641956,0,0,52.0,Gold
3.0,5.0,1250.0,12.0,1,0.41717017851712224,0,0,40.0,Gold
4.0,33.0,8250.0,98.0,1,0.757893095713986,0,1,83.0,Platinum
3.0,10.0,2500.0,33.0,1,0.4011375939064944,1,0,20.0,Platinum
4.0,10.0,2500.0,28.0,1,0.3889086561964861,0,0,108.0,Platinum
2.0,11.0,2750.0,40.0,1,0.37020060945912964,1,0,5.0,Platinum
2.0,11.0,2750.0,41.0,1,0.5307484710885608,1,0,49.0,Platinum
4.0,13.0,3250.0,39.0,1,0.4160443552811566,1,1,52.0,Platinum
1.0,10.0,2500.0,43.0,1,0.4075161016680976,0,0,12.0,Platinum
4.0,9.0,2250.0,28.0,0,0.5645821054492045,1,0,39.0,Platinum
2.0,4.0,1000.0,11.0,0,0.25527572567033285,0,0,55.0,Silver
2.0,5.0,1250.0,16.0,1,0.2963714058951683,0,0,85.0,Gold
2.0,15.0,3750.0,64.0,0,0.6614286262366356,0,1,68.0,Platinum
5.0,24.0,6000.0,79.0,0,0.66753050397672,1,0,31.0,Platinum
2.0,6.0,1500.0,22.0,1,0.31118643416297403,0,1,30.0,Gold
4.0,5.0,1250.0,16.0,1,0.4129307599181648,0,0,162.0,Gold
2.0,4.0,1000.0,14.0,1,0.3217656022711988,0,1,36.0,Silver
4.0,8.0,2000.0,28.0,0,0.3583936283823922,0,0,84.0,Platinum
2.0,4.0,1000.0,14.0,0,0.3523696630728697,0,1,75.0,Silver
2.0,6.0,1500.0,26.0,0,0.5015168542306004,0,1,101.0,Gold
4.0,5.0,1250.0,16.0,1,0.37037344928063154,0,1,140.0,Gold
2.0,7.0,1750.0,32.0,1,0.35269307161754015,1,1,27.0,Gold
2.0,6.0,1500.0,26.0,1,0.4341576550863852,0,1,38.0,Gold
2.0,8.0,2000.0,38.0,1,0.6104608634281927,0,0,95.0,Platinum
2.0,2.0,500.0,4.0,1,0.21720371203460193,0,1,111.0,Bronze
2.0,6.0,1500.0,28.0,1,0.5727726416524922,1,0,113.0,Gold
2.0,10.0,2500.0,52.0,0,0.35744318422349264,0,0,118.0,Platinum
4.0,16.0,4000.0,70.0,1,0.49048595388894467,3,1,63.0,Platinum
4.0,2.0,500.0,4.0,1,0.25971733372966466,1,0,163.0,Bronze
1.0,14.0,3500.0,95.0,0,0.42639160214325916,0,1,97.0,Platinum
4.0,2.0,500.0,4.0,1,0.3026933509752782,0,0,143.0,Bronze
7.0,14.0,3500.0,48.0,0,0.510725796242779,0,1,11.0,Platinum
2.0,3.0,750.0,11.0,0,0.25432232961500534,2,0,8.0,Silver
2.0,12.0,3000.0,70.0,1,0.5089354996672313,1,1,30.0,Platinum
4.0,7.0,1750.0,32.0,1,0.37316084887535533,0,0,29.0,Gold
4.0,4.0,1000.0,16.0,0,0.21420086253246154,1,0,43.0,Silver
2.0,6.0,1500.0,35.0,1,0.33359300874796705,0,1,36.0,Gold
4.0,6.0,1500.0,28.0,1,0.3930215902602864,0,0,101.0,Gold
2.0,3.0,750.0,14.0,0,0.35535998227640425,0,0,126.0,Silver
2.0,4.0,1000.0,23.0,0,0.32661536413312964,0,1,121.0,Silver
4.0,4.0,1000.0,18.0,0,0.40448773693455614,0,0,77.0,Silver
5.0,6.0,1500.0,28.0,0,0.3062379226974753,1,0,97.0,Gold
4.0,6.0,1500.0,30.0,0,0.35654700704590214,0,1,57.0,Gold
14.0,5.0,1250.0,14.0,0,0.4251928972235677,0,0,150.0,Gold
3.0,8.0,2000.0,50.0,0,0.536487938436534,0,1,95.0,Platinum
4.0,11.0,2750.0,64.0,1,0.555531850198206,0,0,58.0,Platinum
4.0,9.0,2250.0,52.0,0,0.459372715499079,2,0,168.0,Platinum
4.0,16.0,4000.0,98.0,1,0.5406071154336015,2,0,115.0,Platinum
7.0,10.0,2500.0,47.0,0,0.3412253539702707,0,0,127.0,Platinum
4.0,14.0,3500.0,86.0,0,0.4958530642073762,1,1,153.0,Platinum
2.0,9.0,2250.0,75.0,0,0.3618675487151175,1,1,84.0,Platinum
4.0,6.0,1500.0,35.0,0,0.419400434368803,0,0,146.0,Gold
4.0,9.0,2250.0,55.0,0,0.5009500527903917,0,0,76.0,Platinum
4.0,6.0,1500.0,35.0,1,0.46405857544250073,0,0,37.0,Gold
2.0,6.0,1500.0,45.0,0,0.3607119855582656,1,0,106.0,Gold
2.0,6.0,1500.0,47.0,0,0.5820175843203877,0,1,13.0,Gold
4.0,2.0,500.0,9.0,0,0.35378286709809614,0,1,141.0,Bronze
2.0,2.0,500.0,11.0,1,0.24029883517121783,0,1,100.0,Bronze
2.0,2.0,500.0,11.0,0,0.28608414011883554,0,0,41.0,Bronze
2.0,2.0,500.0,11.0,1,0.34086812857768356,0,0,57.0,Bronze
4.0,6.0,1500.0,38.0,1,0.32044076875506655,0,0,153.0,Gold
3.0,4.0,1000.0,29.0,1,0.42584590188286114,0,1,139.0,Silver
9.0,9.0,2250.0,38.0,0,0.3844843537807464,2,1,136.0,Platinum
11.0,5.0,1250.0,18.0,0,0.4065338208353329,0,0,67.0,Gold
2.0,3.0,750.0,21.0,0,0.24789012093953725,0,1,20.0,Silver
2.0,1.0,250.0,2.0,0,0.2929792770757439,0,0,125.0,Bronze
2.0,1.0,250.0,2.0,1,0.2690663026486581,1,1,14.0,Bronze
2.0,1.0,250.0,2.0,0,0.3272144929888724,0,1,121.0,Bronze
2.0,1.0,250.0,2.0,0,0.2964716423090729,0,1,95.0,Bronze
2.0,1.0,250.0,2.0,0,0.3044487361317689,0,1,9.0,Bronze
2.0,1.0,250.0,2.0,0,0.3048980841076022,0,1,9.0,Bronze
2.0,1.0,250.0,2.0,1,0.1764308624040319,2,1,174.0,Bronze
2.0,1.0,250.0,2.0,0,0.3909381540847079,0,0,78.0,Bronze
2.0,1.0,250.0,2.0,0,0.3703958139414724,0,0,176.0,Bronze
2.0,1.0,250.0,2.0,0,0.4026657078510978,0,1,107.0,Bronze
2.0,1.0,250.0,2.0,0,0.20822865404456756,1,0,54.0,Bronze
11.0,11.0,2750.0,38.0,0,0.46459394579508345,0,1,111.0,Platinum
2.0,3.0,750.0,22.0,0,0.3840440060781547,1,0,47.0,Silver
9.0,11.0,2750.0,49.0,1,0.42589989626843333,0,1,102.0,Platinum
5.0,11.0,2750.0,75.0,0,0.3944420181938604,1,1,72.0,Platinum
3.0,5.0,1250.0,38.0,0,0.3922806206417566,0,0,79.0,Gold
3.0,1.0,250.0,3.0,1,0.47245868939129076,2,1,133.0,Bronze
4.0,6.0,1500.0,43.0,0,0.3717900811999789,0,1,16.0,Gold
2.0,3.0,750.0,24.0,0,0.18638661254230082,0,0,71.0,Silver
12.0,11.0,2750.0,39.0,0,0.31827160571792146,0,1,8.0,Platinum
2.0,2.0,500.0,14.0,0,0.2826008883246916,1,0,18.0,Bronze
4.0,6.0,1500.0,46.0,0,0.5059067395629356,0,1,120.0,Gold
9.0,3.0,750.0,14.0,0,0.22730610339223914,1,1,58.0,Silver
14.0,8.0,2000.0,26.0,0,0.5012947478928445,0,1,164.0,Platinum
4.0,2.0,500.0,13.0,0,0.27327157847953865,0,0,78.0,Bronze
4.0,11.0,2750.0,95.0,0,0.5462597174602697,0,1,41.0,Platinum
2.0,7.0,1750.0,77.0,0,0.4226329056474087,0,0,94.0,Gold
2.0,7.0,1750.0,77.0,0,0.488491399049089,1,0,25.0,Gold
4.0,1.0,250.0,4.0,0,0.2773426434179746,0,0,73.0,Bronze
4.0,1.0,250.0,4.0,0,0.2805652710780618,0,0,84.0,Bronze
4.0,1.0,250.0,4.0,0,0.46449189829928994,0,1,54.0,Bronze
4.0,1.0,250.0,4.0,0,0.3047168599499179,0,0,137.0,Bronze
4.0,1.0,250.0,4.0,1,0.31323025713589503,1,0,17.0,Bronze
4.0,1.0,250.0,4.0,0,0.26352905597981097,0,1,70.0,Bronze
4.0,1.0,250.0,4.0,0,0.2876284416613071,0,0,82.0,Bronze
4.0,1.0,250.0,4.0,0,0.1781765363127457,0,0,85.0,Bronze
4.0,1.0,250.0,4.0,0,0.4398892961826594,0,0,18.0,Bronze
4.0,1.0,250.0,4.0,0,0.3804853452772609,0,0,2.0,Bronze
4.0,1.0,250.0,4.0,1,0.32120077035619016,1,0,117.0,Bronze
4.0,1.0,250.0,4.0,0,0.34292360854788695,0,0,173.0,Bronze
4.0,7.0,1750.0,62.0,0,0.3536572290988962,2,1,67.0,Gold
4.0,1.0,250.0,4.0,0,0.2946326674983264,0,0,130.0,Bronze
4.0,4.0,1000.0,34.0,1,0.42338865381706103,0,0,84.0,Silver
11.0,6.0,1500.0,28.0,0,0.43644737180280074,0,0,103.0,Gold
13.0,3.0,750.0,14.0,1,0.3994290235809627,0,0,18.0,Silver
7.0,5.0,1250.0,35.0,0,0.3780636525024581,1,1,161.0,Gold
9.0,9.0,2250.0,54.0,0,0.19945516123618517,0,1,74.0,Platinum
11.0,2.0,500.0,11.0,0,0.22213164911829142,0,0,35.0,Bronze
2.0,5.0,1250.0,63.0,0,0.27337007200976104,0,0,115.0,Gold
7.0,11.0,2750.0,89.0,0,0.34636883631851895,0,1,169.0,Platinum
8.0,9.0,2250.0,64.0,0,0.4565462667207252,0,0,26.0,Platinum
2.0,2.0,500.0,22.0,0,0.2873429065782058,0,0,159.0,Bronze
6.0,3.0,750.0,26.0,0,0.20997471560392103,0,0,10.0,Silver
12.0,15.0,3750.0,71.0,0,0.46176635737146476,1,0,129.0,Platinum
13.0,3.0,750.0,16.0,0,0.3501203916452514,0,1,118.0,Silver
11.0,16.0,4000.0,89.0,0,0.4650194243881558,0,1,18.0,Platinum
4.0,5.0,1250.0,58.0,0,0.39632214506088476,0,1,129.0,Gold
14.0,7.0,1750.0,35.0,0,0.3246759194783384,0,1,72.0,Gold
11.0,4.0,1000.0,27.0,0,0.3050595022616296,1,0,103.0,Silver
7.0,9.0,2250.0,89.0,1,0.5274168129703146,0,0,136.0,Platinum
11.0,8.0,2000.0,52.0,1,0.3948925811917034,1,1,85.0,Platinum
7.0,5.0,1250.0,52.0,0,0.4023245862746421,0,0,163.0,Gold
11.0,6.0,1500.0,41.0,0,0.3015471963179343,0,0,0.0,Gold
10.0,5.0,1250.0,38.0,0,0.42313859938885096,1,1,159.0,Gold
14.0,2.0,500.0,14.0,1,0.44143004681877024,1,0,119.0,Bronze
14.0,2.0,500.0,14.0,0,0.28590347030917246,0,1,165.0,Bronze
14.0,2.0,500.0,14.0,0,0.41155811083027966,0,1,13.0,Bronze
2.0,2.0,500.0,33.0,0,0.22570401841710283,0,0,130.0,Bronze
11.0,3.0,750.0,23.0,0,0.46813581766595935,0,1,126.0,Silver
14.0,8.0,2000.0,46.0,0,0.34272394856588184,0,0,42.0,Platinum
9.0,1.0,250.0,9.0,0,0.28573777809582573,0,1,118.0,Bronze
16.0,5.0,1250.0,27.0,0,0.32658980425434203,1,1,46.0,Gold
14.0,4.0,1000.0,26.0,0,0.3895791954301016,0,1,161.0,Silver
4.0,2.0,500.0,30.0,0,0.332931530701536,0,0,154.0,Bronze
14.0,3.0,750.0,21.0,0,0.43500154628795396,0,1,83.0,Silver
16.0,16.0,4000.0,77.0,0,0.5583972996665205,0,1,154.0,Platinum
4.0,2.0,500.0,31.0,0,0.3263877250455839,0,0,146.0,Bronze
14.0,8.0,2000.0,50.0,0,0.49549917472962934,1,1,146.0,Platinum
11.0,3.0,750.0,26.0,0,0.3139996679462279,0,0,30.0,Silver
14.0,7.0,1750.0,45.0,0,0.37540547463245766,0,0,75.0,Gold
15.0,5.0,1250.0,33.0,0,0.30221463569437534,0,1,141.0,Gold
16.0,2.0,500.0,16.0,0,0.3636925511450219,0,0,143.0,Bronze
16.0,3.0,750.0,21.0,0,0.42288360149897064,0,0,115.0,Silver
11.0,8.0,2000.0,72.0,0,0.43927912953969517,0,1,127.0,Platinum
11.0,1.0,250.0,11.0,0,0.4111101739873655,0,0,92.0,Bronze
11.0,1.0,250.0,11.0,0,0.3497794184931117,0,0,62.0,Bronze
11.0,1.0,250.0,11.0,0,0.3731560406679526,1,0,10.0,Bronze
11.0,1.0,250.0,11.0,1,0.3822734160131378,1,0,0.0,Bronze
11.0,1.0,250.0,11.0,0,0.496643001921541,1,0,22.0,Bronze
2.0,3.0,750.0,75.0,1,0.31077817505147093,0,1,80.0,Silver
2.0,3.0,750.0,77.0,0,0.3088290391621414,0,0,50.0,Silver
16.0,4.0,1000.0,28.0,0,0.29547592356327457,0,0,126.0,Silver
16.0,15.0,3750.0,87.0,0,0.5619564707903317,1,0,27.0,Platinum
16.0,14.0,3500.0,83.0,0,0.48291609187756124,1,1,36.0,Platinum
16.0,10.0,2500.0,62.0,0,0.35288089869619643,0,0,44.0,Platinum
16.0,3.0,750.0,23.0,0,0.2673714712242613,0,0,73.0,Silver
14.0,3.0,750.0,26.0,0,0.3671534405533671,0,1,143.0,Silver
23.0,19.0,4750.0,62.0,0,0.6813173455119733,2,0,6.0,Platinum
11.0,7.0,1750.0,75.0,0,0.49681258673814144,0,0,145.0,Gold
14.0,3.0,750.0,28.0,0,0.4677153612811612,0,1,87.0,Silver
20.0,14.0,3500.0,69.0,1,0.6239902988082344,1,0,19.0,Platinum
4.0,2.0,500.0,46.0,0,0.2635391225885914,0,1,48.0,Bronze
11.0,2.0,500.0,25.0,0,0.35085117197340104,0,0,140.0,Bronze
11.0,3.0,750.0,37.0,0,0.4973689981113324,0,1,4.0,Silver
16.0,4.0,1000.0,33.0,0,0.29570505380194223,0,1,21.0,Silver
21.0,7.0,1750.0,38.0,0,0.5652012432426368,1,1,26.0,Gold
13.0,7.0,1750.0,76.0,0,0.3606291311780878,0,0,126.0,Gold
16.0,6.0,1500.0,50.0,0,0.2895354517305191,0,1,122.0,Gold
14.0,3.0,750.0,33.0,0,0.4141106282087408,0,1,90.0,Silver
14.0,1.0,250.0,14.0,0,0.17569119517017628,0,0,47.0,Bronze
14.0,1.0,250.0,14.0,0,0.2729223829630619,0,0,0.0,Bronze
14.0,1.0,250.0,14.0,0,0.24972847537033643,0,0,65.0,Bronze
14.0,1.0,250.0,14.0,0,0.18718332400262422,0,0,52.0,Bronze
